DOI,MLA,APA,Chicago,Harvard,Vancouver
"10.1109/EECCIS49483.2020.9263441","Markovic, Miroslav, et al. “Smart Home Heating Control Using Raspberry Pi and Blynk IoT Platform.” 2020 10th Electrical Power, Electronics, Communications, Controls and Informatics Seminar (EECCIS), IEEE, 26 Aug. 2020. Crossref, https://doi.org/10.1109/eeccis49483.2020.9263441.","Markovic, M., Maljkovic, M., & Hasanah, R. N. (2020). Smart Home Heating Control using Raspberry Pi and Blynk IoT Platform. In 2020 10th Electrical Power, Electronics, Communications, Controls and Informatics Seminar (EECCIS). 2020 10th Electrical Power, Electronics, Communications, Controls and Informatics Seminar (EECCIS). IEEE. https://doi.org/10.1109/eeccis49483.2020.9263441","Markovic, Miroslav, Marko Maljkovic, and Rini Nur Hasanah. 2020. “Smart Home Heating Control Using Raspberry Pi and Blynk IoT Platform.” 2020 10th Electrical Power, Electronics, Communications, Controls and Informatics Seminar (EECCIS). IEEE. https://doi.org/10.1109/eeccis49483.2020.9263441.","Markovic, M., Maljkovic, M. and Hasanah, R.N. (2020) “Smart Home Heating Control using Raspberry Pi and Blynk IoT Platform,” 2020 10th Electrical Power, Electronics, Communications, Controls and Informatics Seminar (EECCIS). 2020 10th Electrical Power, Electronics, Communications, Controls and Informatics Seminar (EECCIS), IEEE. Available at: https://doi.org/10.1109/eeccis49483.2020.9263441.","Markovic M, Maljkovic M, Hasanah RN. Smart Home Heating Control using Raspberry Pi and Blynk IoT Platform. 2020 10th Electrical Power, Electronics, Communications, Controls and Informatics Seminar (EECCIS) 2020. https://doi.org/10.1109/eeccis49483.2020.9263441."
"10.1109/InfoSec.2015.7435523","Kyaw, Ar Kar, et al. “Pi-IDS: Evaluation of Open-Source Intrusion Detection Systems on Raspberry Pi 2.” 2015 Second International Conference on Information Security and Cyber Forensics (InfoSec), IEEE, Nov. 2015. Crossref, https://doi.org/10.1109/infosec.2015.7435523.","Kyaw, A. K., Yuzhu Chen, & Joseph, J. (2015). Pi-IDS: evaluation of open-source intrusion detection systems on Raspberry Pi 2. In 2015 Second International Conference on Information Security and Cyber Forensics (InfoSec). 2015 Second International Conference on Information Security and Cyber Forensics (InfoSec). IEEE. https://doi.org/10.1109/infosec.2015.7435523","Kyaw, Ar Kar, Yuzhu Chen, and Justin Joseph. 2015. “Pi-IDS: Evaluation of Open-Source Intrusion Detection Systems on Raspberry Pi 2.” 2015 Second International Conference on Information Security and Cyber Forensics (InfoSec). IEEE. https://doi.org/10.1109/infosec.2015.7435523.","Kyaw, A.K., Yuzhu Chen and Joseph, J. (2015) “Pi-IDS: evaluation of open-source intrusion detection systems on Raspberry Pi 2,” 2015 Second International Conference on Information Security and Cyber Forensics (InfoSec). 2015 Second International Conference on Information Security and Cyber Forensics (InfoSec), IEEE. Available at: https://doi.org/10.1109/infosec.2015.7435523.","Kyaw AK, Yuzhu Chen, Joseph J. Pi-IDS: evaluation of open-source intrusion detection systems on Raspberry Pi 2. 2015 Second International Conference on Information Security and Cyber Forensics (InfoSec) 2015. https://doi.org/10.1109/infosec.2015.7435523."
"10.1109/IOTA.2016.7562704","Kulkarni, Prachi H., et al. “IoT Based Data Processing for Automated Industrial Meter Reader Using Raspberry Pi.” 2016 International Conference on Internet of Things and Applications (IOTA), IEEE, Jan. 2016. Crossref, https://doi.org/10.1109/iota.2016.7562704.","Kulkarni, P. H., Kute, P. D., & More, V. N. (2016). IoT based data processing for automated industrial meter reader using Raspberry Pi. In 2016 International Conference on Internet of Things and Applications (IOTA). 2016 International Conference on Internet of Things and Applications (IOTA). IEEE. https://doi.org/10.1109/iota.2016.7562704","Kulkarni, Prachi H., Pratik D. Kute, and V. N. More. 2016. “IoT Based Data Processing for Automated Industrial Meter Reader Using Raspberry Pi.” 2016 International Conference on Internet of Things and Applications (IOTA). IEEE. https://doi.org/10.1109/iota.2016.7562704.","Kulkarni, P.H., Kute, P.D. and More, V.N. (2016) “IoT based data processing for automated industrial meter reader using Raspberry Pi,” 2016 International Conference on Internet of Things and Applications (IOTA). 2016 International Conference on Internet of Things and Applications (IOTA), IEEE. Available at: https://doi.org/10.1109/iota.2016.7562704.","Kulkarni PH, Kute PD, More VN. IoT based data processing for automated industrial meter reader using Raspberry Pi. 2016 International Conference on Internet of Things and Applications (IOTA) 2016. https://doi.org/10.1109/iota.2016.7562704."
"10.23919/SPA.2017.8166876","Kunik, Zuzanna, et al. “Raspberry Pi Based Complete Embedded System for Iris Recognition.” 2017 Signal Processing: Algorithms, Architectures, Arrangements, and Applications (SPA), IEEE, Sept. 2017. Crossref, https://doi.org/10.23919/spa.2017.8166876.","Kunik, Z., Bykowski, A., Marciniak, T., & Dabrowski, A. (2017). Raspberry Pi based complete embedded system for iris recognition. In 2017 Signal Processing: Algorithms, Architectures, Arrangements, and Applications (SPA). 2017 Signal Processing: Algorithms, Architectures, Arrangements and Applications (SPA). IEEE. https://doi.org/10.23919/spa.2017.8166876","Kunik, Zuzanna, Adam Bykowski, Tomasz Marciniak, and Adam Dabrowski. 2017. “Raspberry Pi Based Complete Embedded System for Iris Recognition.” 2017 Signal Processing: Algorithms, Architectures, Arrangements, and Applications (SPA). IEEE. https://doi.org/10.23919/spa.2017.8166876.","Kunik, Z. et al. (2017) “Raspberry Pi based complete embedded system for iris recognition,” 2017 Signal Processing: Algorithms, Architectures, Arrangements, and Applications (SPA). 2017 Signal Processing: Algorithms, Architectures, Arrangements and Applications (SPA), IEEE. Available at: https://doi.org/10.23919/spa.2017.8166876.","Kunik Z, Bykowski A, Marciniak T, Dabrowski A. Raspberry Pi based complete embedded system for iris recognition. 2017 Signal Processing: Algorithms, Architectures, Arrangements, and Applications (SPA) 2017. https://doi.org/10.23919/spa.2017.8166876."
"10.1109/IAICT55358.2022.9887390","Wings, Elmar, et al. “Implementing a Low-Cost Control Unit Network Focusing on Data Collection and Flettner Rotor Control.” 2022 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT), IEEE, 28 July 2022. Crossref, https://doi.org/10.1109/iaict55358.2022.9887390.","Wings, E., Reck, S., Boomgaarden, H., Nourmohammadi, F., & Peetz, T. (2022). Implementing a Low-Cost Control Unit Network focusing on Data Collection and Flettner Rotor Control. In 2022 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT). 2022 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT). IEEE. https://doi.org/10.1109/iaict55358.2022.9887390","Wings, Elmar, Stefan Reck, Hendrik Boomgaarden, Farzaneh Nourmohammadi, and Thomas Peetz. 2022. “Implementing a Low-Cost Control Unit Network Focusing on Data Collection and Flettner Rotor Control.” 2022 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT). IEEE. https://doi.org/10.1109/iaict55358.2022.9887390.","Wings, E. et al. (2022) “Implementing a Low-Cost Control Unit Network focusing on Data Collection and Flettner Rotor Control,” 2022 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT). 2022 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT), IEEE. Available at: https://doi.org/10.1109/iaict55358.2022.9887390.","Wings E, Reck S, Boomgaarden H, Nourmohammadi F, Peetz T. Implementing a Low-Cost Control Unit Network focusing on Data Collection and Flettner Rotor Control. 2022 IEEE International Conference on Industry 40, Artificial Intelligence, and Communications Technology (IAICT) 2022. https://doi.org/10.1109/iaict55358.2022.9887390."
"10.1063/5.0081820","Chitti, Sridevi, et al. “Implementation of Integrated Home IOT and CCTV Face Recognition Technology.” INTERNATIONAL CONFERENCE ON RESEARCH IN SCIENCES, ENGINEERING &amp; TECHNOLOGY, AIP Publishing, 2022. Crossref, https://doi.org/10.1063/5.0081820.","Chitti, S., Rao, P. R., Kumar, J. T., & Merugu, S. (2022). Implementation of integrated home IOT and CCTV face recognition technology. In INTERNATIONAL CONFERENCE ON RESEARCH IN SCIENCES, ENGINEERING &amp; TECHNOLOGY. INTERNATIONAL CONFERENCE ON RESEARCH IN SCIENCES, ENGINEERING & TECHNOLOGY. AIP Publishing. https://doi.org/10.1063/5.0081820","Chitti, Sridevi, P. Ramchandar Rao, J. Tarun Kumar, and Shyamsunder Merugu. 2022. “Implementation of Integrated Home IOT and CCTV Face Recognition Technology.” INTERNATIONAL CONFERENCE ON RESEARCH IN SCIENCES, ENGINEERING &amp; TECHNOLOGY. AIP Publishing. https://doi.org/10.1063/5.0081820.","Chitti, S. et al. (2022) “Implementation of integrated home IOT and CCTV face recognition technology,” INTERNATIONAL CONFERENCE ON RESEARCH IN SCIENCES, ENGINEERING &amp; TECHNOLOGY. INTERNATIONAL CONFERENCE ON RESEARCH IN SCIENCES, ENGINEERING & TECHNOLOGY, AIP Publishing. Available at: https://doi.org/10.1063/5.0081820.","Chitti S, Rao PR, Kumar JT, Merugu S. Implementation of integrated home IOT and CCTV face recognition technology. INTERNATIONAL CONFERENCE ON RESEARCH IN SCIENCES, ENGINEERING &amp; TECHNOLOGY 2022. https://doi.org/10.1063/5.0081820."
"10.1007/978-981-16-8690-0_93","Iszaidy, I., et al. “Background Subtraction Algorithm Comparison on the Raspberry Pi Platform for Real Video Datasets.” Lecture Notes in Electrical Engineering, Springer Singapore, 2022, pp. 1071–79. Crossref, https://doi.org/10.1007/978-981-16-8690-0_93.","Iszaidy, I., Ngadiran, R., Ramli, N., Nazren, A. R. A., Nasruddin, M. W., & Jais, M. I. (2022). Background Subtraction Algorithm Comparison on the Raspberry Pi Platform for Real Video Datasets. In Lecture Notes in Electrical Engineering (pp. 1071–1079). Springer Singapore. https://doi.org/10.1007/978-981-16-8690-0_93","Iszaidy, I., R. Ngadiran, N. Ramli, A. R. A. Nazren, M. W. Nasruddin, and M. I. Jais. 2022. “Background Subtraction Algorithm Comparison on the Raspberry Pi Platform for Real Video Datasets.” Lecture Notes in Electrical Engineering. Springer Singapore. https://doi.org/10.1007/978-981-16-8690-0_93.","Iszaidy, I. et al. (2022) “Background Subtraction Algorithm Comparison on the Raspberry Pi Platform for Real Video Datasets,” Lecture Notes in Electrical Engineering. Springer Singapore. Available at: https://doi.org/10.1007/978-981-16-8690-0_93.","Iszaidy I, Ngadiran R, Ramli N, Nazren ARA, Nasruddin MW, Jais MI. Background Subtraction Algorithm Comparison on the Raspberry Pi Platform for Real Video Datasets. Lecture Notes in Electrical Engineering 2022:1071–9. https://doi.org/10.1007/978-981-16-8690-0_93."
"10.1109/UEMCON47517.2019.8993000","Johnson, Cullen, et al. “A Raspberry Pi Mesh Sensor Network for Portable Perimeter Security.” 2019 IEEE 10th Annual Ubiquitous Computing, Electronics &amp; Mobile Communication Conference (UEMCON), IEEE, Oct. 2019. Crossref, https://doi.org/10.1109/uemcon47517.2019.8993000.","Johnson, C., Curtin, B., Shyamkumar, N., David, R., Dunham, E., Haney, P. C., Moore, H. L., Babbitt, T. A., & Matthews, S. J. (2019). A Raspberry Pi Mesh Sensor Network for Portable Perimeter Security. In 2019 IEEE 10th Annual Ubiquitous Computing, Electronics &amp; Mobile Communication Conference (UEMCON). 2019 IEEE 10th Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON). IEEE. https://doi.org/10.1109/uemcon47517.2019.8993000","Johnson, Cullen, Brian Curtin, Nikhil Shyamkumar, Rachelle David, Emmet Dunham, Preston C. Haney, Harry L. Moore, Thomas A. Babbitt, and Suzanne J. Matthews. 2019. “A Raspberry Pi Mesh Sensor Network for Portable Perimeter Security.” 2019 IEEE 10th Annual Ubiquitous Computing, Electronics &amp; Mobile Communication Conference (UEMCON). IEEE. https://doi.org/10.1109/uemcon47517.2019.8993000.","Johnson, C. et al. (2019) “A Raspberry Pi Mesh Sensor Network for Portable Perimeter Security,” 2019 IEEE 10th Annual Ubiquitous Computing, Electronics &amp; Mobile Communication Conference (UEMCON). 2019 IEEE 10th Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON), IEEE. Available at: https://doi.org/10.1109/uemcon47517.2019.8993000.","Johnson C, Curtin B, Shyamkumar N, David R, Dunham E, Haney PC, et al. A Raspberry Pi Mesh Sensor Network for Portable Perimeter Security. 2019 IEEE 10th Annual Ubiquitous Computing, Electronics &amp; Mobile Communication Conference (UEMCON) 2019. https://doi.org/10.1109/uemcon47517.2019.8993000."
"10.11591/ijeecs.v6.i1.pp148-154","Zabri, Amerrul, et al. “Video Monitoring Application Using Wireless Sensor Node with Various External Antenna.” Indonesian Journal of Electrical Engineering and Computer Science, vol. 6, no. 1, Institute of Advanced Engineering and Science, 1 Apr. 2017, p. 148. Crossref, https://doi.org/10.11591/ijeecs.v6.i1.pp148-154.","Zabri, A., Kamal A. Rahim, M., Zubir, F., Muhamad Nadzir, N., & A. Majid, H. (2017). Video Monitoring Application using Wireless Sensor Node with Various External Antenna. In Indonesian Journal of Electrical Engineering and Computer Science (Vol. 6, Issue 1, p. 148). Institute of Advanced Engineering and Science. https://doi.org/10.11591/ijeecs.v6.i1.pp148-154","Zabri, Amerrul, Mohamad Kamal A. Rahim, Farid Zubir, Norsaidah Muhamad Nadzir, and Huda A. Majid. 2017. “Video Monitoring Application Using Wireless Sensor Node with Various External Antenna.” Indonesian Journal of Electrical Engineering and Computer Science. Institute of Advanced Engineering and Science. https://doi.org/10.11591/ijeecs.v6.i1.pp148-154.","Zabri, A. et al. (2017) “Video Monitoring Application using Wireless Sensor Node with Various External Antenna,” Indonesian Journal of Electrical Engineering and Computer Science. Institute of Advanced Engineering and Science. Available at: https://doi.org/10.11591/ijeecs.v6.i1.pp148-154.","Zabri A, Kamal A. Rahim M, Zubir F, Muhamad Nadzir N, A. Majid H. Video Monitoring Application using Wireless Sensor Node with Various External Antenna. IJEECS 2017;6:148. https://doi.org/10.11591/ijeecs.v6.i1.pp148-154."
"10.1109/ICSCC51209.2021.9528144","Sali, Safa Mohammed, and K. R. Joy. “Smart Buggy: An IoT Based Smart Surveillance Robotic Car Using Raspberry Pi.” 2021 8th International Conference on Smart Computing and Communications (ICSCC), IEEE, 1 July 2021. Crossref, https://doi.org/10.1109/icscc51209.2021.9528144.","Sali, S. M., & Joy, K. R. (2021). Smart Buggy: An IoT Based Smart Surveillance Robotic Car Using Raspberry Pi. In 2021 8th International Conference on Smart Computing and Communications (ICSCC). 2021 8th International Conference on Smart Computing and Communications (ICSCC). IEEE. https://doi.org/10.1109/icscc51209.2021.9528144","Sali, Safa Mohammed, and K. R. Joy. 2021. “Smart Buggy: An IoT Based Smart Surveillance Robotic Car Using Raspberry Pi.” 2021 8th International Conference on Smart Computing and Communications (ICSCC). IEEE. https://doi.org/10.1109/icscc51209.2021.9528144.","Sali, S.M. and Joy, K.R. (2021) “Smart Buggy: An IoT Based Smart Surveillance Robotic Car Using Raspberry Pi,” 2021 8th International Conference on Smart Computing and Communications (ICSCC). 2021 8th International Conference on Smart Computing and Communications (ICSCC), IEEE. Available at: https://doi.org/10.1109/icscc51209.2021.9528144.","Sali SM, Joy KR. Smart Buggy: An IoT Based Smart Surveillance Robotic Car Using Raspberry Pi. 2021 8th International Conference on Smart Computing and Communications (ICSCC) 2021. https://doi.org/10.1109/icscc51209.2021.9528144."
